223	230	46000004,6897799
218	236	46000016,1080072
217	234	46000027,4111233
213	229	46000037,9422391
207	229	46000047,9675769
208	231	46000059,4413598
202	231	46000070,3093646
187	232	46000081,5982585
167	231	46000092,6489301
158	232	46000103,6307127
146	234	46000115,1067178
100	245	46000126,0289449
99	247	46000137,0489498
98	253	46000147,6716212
97	249	46000159,4387375
98	249	46000170,2720757
98	248	46000180,9791915
100	249	46000192,7280857
101	250	46000203,5027571
102	250	46000214,5694287
103	250	46000226,0494338
108	252	46000236,813883
110	252	46000248,1067769
111	254	46000259,3134486
117	268	46000270,217009
118	275	46000281,6281252
121	276	46000292,6996856
122	276	46000303,5805794
127	277	46000314,1850285
126	276	46000325,9503671
125	277	46000336,4112606
123	283	46000347,5334878
433	310	46000473,1228769
422	313	46000484,1553263
421	310	46000496,6993319
423	306	46000507,2842255
425	303	46000517,4428966
425	301	46000529,8820133
426	300	46000540,558018
426	300	46000550,8584671
426	298	46000563,2900281
425	292	46000574,0046996
425	284	46000583,9731484
427	279	46000596,7078208
427	278	46000607,2571588
422	275	46000617,736719
422	275	46000629,9136133
411	261	46000642,4731744
411	259	46000650,5602891
412	260	46000662,804739
413	259	46000673,7985217
413	258	46000683,9180817
422	255	46000696,3803095
419	254	46000707,1998699
418	253	46000717,2434299
415	253	46000729,7021021
419	256	46000740,5714403
420	257	46000750,9398893
418	259	46000763,2070059
416	258	46000773,884344
415	257	46000783,947904
414	256	46000796,4741318
410	250	46000807,1390254
409	250	46000817,1216965
410	247	46000829,7577021
410	246	46000840,3385957
410	246	46000850,4452669
409	246	46000863,0403836
406	247	46000873,7617217
405	247	46000883,7759483
405	247	46000896,3781762
405	247	46000906,9817364
405	247	46000917,4701855
404	247	46000929,6617465
405	246	46000940,2457512
405	245	46000950,3973113
405	244	46000962,9742058
401	238	46000973,686655
398	238	46000983,6906594
388	238	46000996,2213317
377	240	46001006,9737809
371	240	46001016,9595631
330	245	46001029,4831242
321	244	46001040,3146846
320	244	46001050,2738001
320	245	46001062,9009168
318	243	46001073,6426994
318	243	46001083,841815
317	242	46001098,5160438
323	233	46001106,8089364
324	232	46001117,1871632
324	230	46001129,4529464
326	226	46001140,2471734
326	225	46001150,395178
328	225	46001162,7294057
328	222	46001173,3636326
328	222	46001183,4676371
328	222	46001196,0227538
331	229	46001206,9476475
332	231	46001217,3685411
332	232	46001229,4063242
332	233	46001240,286329
333	233	46001250,2223334
335	232	46001262,8681168
336	231	46001273,4018993
336	231	46001284,0485707
336	234	46001296,0107982
338	236	46001306,7779141
338	235	46001317,3152521
339	234	46001329,2241463
341	232	46001340,0077067
346	232	46001350,3530446
347	234	46001362,7757168
378	246	46001373,271277
384	248	46001384,0486151
409	246	46001396,0290649
411	246	46001406,6068474
412	246	46001417,2544077
415	247	46001429,3188575
414	248	46001440,1788623
416	249	46001450,3402002
417	250	46001462,6686501
417	250	46001473,2584326
420	252	46001483,7793261
419	252	46001496,0908872
419	253	46001506,5682251
418	254	46001517,3335633
419	255	46001529,3286797
418	260	46001540,0509067
417	261	46001550,4909113
416	260	46001562,6069167
414	259	46001573,4384771
412	258	46001584,1424818
410	256	46001595,8655982
411	256	46001606,4984918
414	256	46001616,9833853
412	254	46001629,1047241
412	254	46001639,8131732
405	255	46001650,4500669
399	256	46001662,4327389
384	257	46001673,2011881
381	257	46001683,590526
373	255	46001695,7994204
369	257	46001706,596314
369	257	46001717,0469854
368	256	46001729,1025463
367	255	46001739,9029955
367	253	46001750,3074446
367	252	46001762,4456722
367	252	46001773,0745658
367	252	46001783,6070149
368	254	46001795,6141314
371	257	46001806,3634695
372	258	46001816,9901409
373	258	46001828,9537018
369	255	46001839,7119288
370	256	46001850,2266001
370	256	46001862,5386056
371	257	46001873,1297214
371	257	46001883,569726
368	256	46001895,7226203
366	253	46001906,3861806
363	251	46001917,2226299
363	251	46001929,3439686
362	251	46001939,7533066
357	251	46001950,1959779
351	251	46001962,3195388
338	250	46001973,1830992
332	250	46001983,5351038
323	248	46001995,6204425
311	250	46002006,2617806
306	256	46002016,3648962
302	266	46002028,943124
301	268	46002039,5102398
302	265	46002050,1351334
303	263	46002062,201361
302	263	46002072,854699
302	263	46002082,9898147
306	260	46002095,5187091
308	257	46002106,1502694
308	256	46002116,5729407
310	252	46002128,7391683
310	252	46002139,5582843
366	244	46002150,0547334
393	239	46002162,0156276
412	233	46002172,7178545
418	231	46002183,3738593
428	228	46002195,3929757
439	226	46002206,084536
443	224	46002216,9707631
450	230	46002228,8556573
447	230	46002239,4521064
449	232	46002249,5134442
451	234	46002262,1232276
454	237	46002272,6947879
459	242	46002283,2734592
459	242	46002295,3001312
456	240	46002306,0779138
457	241	46002316,3965851
458	243	46002328,7477017
456	242	46002339,3250397
444	236	46002350,2157112
446	237	46002362,0339387
450	239	46002372,6970545
454	241	46002383,0606147
453	242	46002395,1499534
450	243	46002406,087736
448	244	46002416,5588518
444	247	46002428,531746
437	251	46002439,2908619
434	253	46002450,0868667
429	252	46002461,7526497
425	252	46002472,6406545
422	252	46002483,3691037
418	255	46002495,1433312
419	261	46002505,9691138
420	262	46002516,444674
421	261	46002528,4829016
419	259	46002539,1517952
419	258	46002549,2829108
415	255	46002561,8615831
415	255	46002572,5255878
415	256	46002582,8340368
414	257	46002595,216709
413	256	46002605,8718248
413	255	46002615,8589404
411	254	46002628,3069459
417	259	46002639,0456174
416	257	46002649,8816222
415	257	46002661,2896272
414	259	46002672,1749654
413	259	46002683,201637
413	258	46002695,0243089
415	259	46002705,7047581
416	260	46002715,7714292
415	260	46002728,3318793
415	259	46002738,8243284
415	259	46002749,2674441
423	256	46002761,4967829
424	255	46002772,4212322
424	255	46002782,6381256
423	255	46002794,9123533
424	254	46002805,7394692
423	254	46002815,9003626
417	255	46002828,2865904
402	263	46002838,8154839
363	269	46002849,5625998
339	273	46002861,447494
248	300	46002872,1443876
247	300	46002882,40217
241	302	46002894,8386199
227	302	46002905,351069
226	302	46002916,3924073
229	300	46002928,4341904
231	306	46002938,718195
231	307	46002949,6844221
235	304	46002961,6426496
233	304	46002972,0679876
234	304	46002982,3426588
238	301	46002994,8075532
239	301	46003005,399558
239	301	46003015,8866737
241	301	46003028,0449014
246	305	46003038,6920172
248	305	46003049,2480219
248	306	46003061,4902496
249	306	46003071,9911431
250	307	46003082,2555921
251	308	46003094,6915976
245	309	46003105,2036023
245	309	46003115,6907181
239	308	46003128,0653903
238	308	46003138,6498394
238	308	46003149,3965108
238	308	46003161,5947385
242	306	46003171,8454097
242	306	46003182,2285254
239	307	46003194,6414198
243	306	46003206,0783138
241	307	46003215,4525402
238	308	46003227,8654346
228	322	46003238,512106
227	324	46003248,9618884
221	337	46003261,3498939
217	344	46003271,8494542
217	345	46003282,1343476
209	357	46003294,5259087
209	358	46003305,0668023
209	358	46003315,6601403
206	358	46003328,062368
201	350	46003338,4330393
201	350	46003349,2005996
202	350	46003361,2143828
201	349	46003371,733943
201	349	46003382,0050587
201	348	46003394,5926198
201	347	46003405,0566245
202	347	46003415,5517402
202	348	46003427,8495235
208	352	46003438,4250837
210	353	46003448,7846439
215	360	46003461,3553162
212	361	46003471,6939874
212	361	46003481,9291031
206	359	46003494,3357753
206	359	46003504,97578
206	360	46003515,2931179
205	359	46003527,8375679
204	359	46003538,2562392
203	358	46003549,0895774
203	358	46003561,1673605
211	359	46003571,5846985
211	359	46003581,8002586
214	359	46003594,3158197
214	358	46003604,97938
215	358	46003615,4789402
219	360	46003627,8456124
221	361	46003638,1016169
221	361	46003648,4718438
222	361	46003660,8914048
222	361	46003671,7011874
221	361	46003682,4536366
222	362	46003694,6225309
221	362	46003704,9100911
221	362	46003715,07454
221	362	46003727,6941012
222	362	46003738,1518836
220	360	46003749,3487775
216	356	46003761,1816716
216	356	46003771,5661207
214	357	46003782,0581254
209	355	46003794,3585753
200	353	46003804,8896911
199	353	46003815,2439179
193	349	46003827,3937011
189	351	46003838,4639282
189	351	46003848,8274884
190	352	46003861,1532716
193	352	46003871,4319429
193	352	46003881,984392
195	352	46003896,379954
196	352	46003904,7577355
195	352	46003915,0092956
195	352	46003927,5070789
196	353	46003938,0493058
197	353	46003948,5230882
197	352	46003960,8497604
196	347	46003971,4399873
196	347	46003981,7546586
195	348	46003994,1586641
195	347	46004004,8622244
195	347	46004015,0431178
195	349	46004027,5009011
201	353	46004038,0213502
203	353	46004048,2040214
206	354	46004061,0946938
208	355	46004071,1929205
209	355	46004081,8320364
212	357	46004094,1778196
206	351	46004104,5587131
206	351	46004114,8196066
204	349	46004127,3796122
203	348	46004137,7596168
202	348	46004148,5818438
198	347	46004160,6991825
198	345	46004171,1285205
197	344	46004181,8827475
196	345	46004193,9854195
198	350	46004204,475202
198	350	46004215,1352067
198	350	46004227,5085456
198	350	46004237,8027724
197	350	46004248,716555
196	350	46004262,1832276
198	350	46004271,1374538
200	350	46004281,7823475
200	351	46004293,8099084
200	353	46004304,4761353
204	356	46004314,7703621
204	356	46004327,0459231
205	357	46004337,705039
205	357	46004348,6219327
204	356	46004360,6574936
206	356	46004370,9877204
215	349	46004381,1792805
235	332	46004393,9517306
242	326	46004404,2312908
245	322	46004415,0721845
243	318	46004427,2877455
243	318	46004437,6930834
242	320	46004448,3761993
242	319	46004460,3175379
243	321	46004470,9277649
245	323	46004481,1771027
245	324	46004493,671775
245	325	46004504,1686685
247	328	46004514,9775622
251	337	46004527,1895676
259	347	46004537,5789056
261	350	46004548,4646882
261	351	46004560,3029157
261	355	46004570,9411426
262	371	46004581,5895918
266	387	46004593,3389304
274	418	46004603,9256018
277	428	46004614,9727178
280	434	46004626,5460562
